frame,node,parent,type,name,geometry,layout,bindings,reactions,review_scope
14:701,14:744,14:731,INSTANCE,Card / Audit area,"[0, 959, 342, 294]","[""VERTICAL"", ""FILL"", ""HUG"", ""NO_WRAP"", 32, 32, 32, 32, 16, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]","{""itemSpacing"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:12""}, ""paddingLeft"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:14""}, ""paddingTop"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:14""}, ""paddingRight"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:14""}, ""paddingBottom"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:14""}, ""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:4""}], ""strokes"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:6""}]}",null,Structural inventory; findings and text review identify assessed defects
14:701,I14:744;3:10,14:744,TEXT,Index,"[33, 33, 276, 18]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:10""}]}",null,Structural inventory; findings and text review identify assessed defects
14:701,I14:744;3:11,14:744,TEXT,Title,"[33, 67, 276, 62]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:7""}]}",null,Structural inventory; findings and text review identify assessed defects
14:701,I14:744;3:12,14:744,TEXT,Body,"[33, 145, 276, 116]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:8""}]}",null,Structural inventory; findings and text review identify assessed defects
14:701,14:748,14:731,INSTANCE,Card / Audit area,"[0, 1269, 342, 294]","[""VERTICAL"", ""FILL"", ""HUG"", ""NO_WRAP"", 32, 32, 32, 32, 16, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]","{""itemSpacing"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:12""}, ""paddingLeft"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:14""}, ""paddingTop"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:14""}, ""paddingRight"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:14""}, ""paddingBottom"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:14""}, ""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:4""}], ""strokes"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:6""}]}",null,Structural inventory; findings and text review identify assessed defects
14:701,I14:748;3:10,14:748,TEXT,Index,"[33, 33, 276, 18]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:10""}]}",null,Structural inventory; findings and text review identify assessed defects
14:701,I14:748;3:11,14:748,TEXT,Title,"[33, 67, 276, 62]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:7""}]}",null,Structural inventory; findings and text review identify assessed defects
14:701,I14:748;3:12,14:748,TEXT,Body,"[33, 145, 276, 116]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:8""}]}",null,Structural inventory; findings and text review identify assessed defects
14:701,14:752,14:701,FRAME,Scope Boundaries,"[0, 2810, 390, 374]","[""VERTICAL"", ""FILL"", ""HUG"", ""NO_WRAP"", 48, 24, 48, 24, 24, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]","{""itemSpacing"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:13""}, ""paddingLeft"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:13""}, ""paddingTop"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:15""}, ""paddingRight"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:13""}, ""paddingBottom"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:15""}, ""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:4""}], ""strokes"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:6""}]}",null,Structural inventory; findings and text review identify assessed defects
14:701,14:753,14:752,TEXT,DEVELOPMENT TRANSPARENCY,"[24, 48, 342, 18]",null,null,null,Structural inventory; findings and text review identify assessed defects
14:701,14:754,14:752,TEXT,What is not being claimed,"[24, 90, 342, 80]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:7""}]}",null,Structural inventory; findings and text review identify assessed defects
14:701,14:755,14:752,TEXT,"For complete clarity, this concept does not specify a founder biography, credentials, team size, ownership structure, staff, clients, customers, partners, awards, proprietary advantage, guaranteed outcomes, or completed operating service. Do not invent or imply any of these.","[24, 194, 342, 132]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:8""}]}",null,Structural inventory; findings and text review identify assessed defects
14:701,14:756,14:701,FRAME,Current Status,"[0, 3184, 390, 716]","[""VERTICAL"", ""FILL"", ""HUG"", ""NO_WRAP"", 48, 24, 48, 24, 32, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]","{""itemSpacing"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:14""}, ""paddingLeft"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:13""}, ""paddingTop"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:15""}, ""paddingRight"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:13""}, ""paddingBottom"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:15""}, ""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:5""}]}",null,Structural inventory; findings and text review identify assessed defects
14:701,14:757,14:756,FRAME,Frame,"[24, 48, 342, 374]","[""VERTICAL"", ""FILL"", ""HUG"", ""NO_WRAP"", 0, 0, 0, 0, 12, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]",null,null,Structural inventory; findings and text review identify assessed defects
14:701,14:758,14:757,TEXT,PROPOSAL STATUS,"[0, 0, 342, 18]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:10""}]}",null,Structural inventory; findings and text review identify assessed defects
14:701,14:759,14:757,TEXT,Early Conceptual Stage,"[0, 30, 342, 80]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:7""}]}",null,Structural inventory; findings and text review identify assessed defects
14:701,14:760,14:757,TEXT,"The site interface, research templates, and general method remain concepts. The final operational models, offer scopes, exact user targets, and timing boundaries are subject to owner decisions.","[0, 122, 342, 174]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:8""}]}",null,Structural inventory; findings and text review identify assessed defects
14:701,14:761,14:757,TEXT,"Qualified collection, payment workflows, private report delivery, and recurring cadence are currently unfinished and not live.","[0, 308, 342, 66]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:8""}]}",null,Structural inventory; findings and text review identify assessed defects
14:701,14:762,14:756,FRAME,Frame,"[24, 454, 342, 116]","[""VERTICAL"", ""FILL"", ""HUG"", ""NO_WRAP"", 0, 0, 0, 0, 12, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]",null,null,Structural inventory; findings and text review identify assessed defects
14:701,14:763,14:762,INSTANCE,Button / Primary,"[0, 0, 342, 54]","[""VERTICAL"", ""FILL"", ""HUG"", ""NO_WRAP"", 16, 16, 16, 16, 16, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]","{""itemSpacing"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:12""}, ""paddingLeft"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:12""}, ""paddingTop"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:12""}, ""paddingRight"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:12""}, ""paddingBottom"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:12""}, ""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:9""}]}","[{""action"": {""type"": ""NODE"", ""destinationId"": ""14:266"", ""navigation"": ""NAVIGATE"", ""transition"": null, ""resetVideoPosition"": false}, ""actions"": [{""type"": ""NODE"", ""destinationId"": ""14:266"", ""navigation"": ""NAVIGATE"", ""transition"": null, ""resetVideoPosition"": false}], ""trigger"": {""type"": ""ON_CLICK""}}]",Structural inventory; findings and text review identify assessed defects
14:701,I14:763;3:8,14:763,TEXT,Label,"[16, 16, 310, 22]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:3""}]}",null,Structural inventory; findings and text review identify assessed defects
14:701,14:765,14:762,FRAME,Secondary Route,"[0, 66, 342, 50]","[""VERTICAL"", ""FILL"", ""HUG"", ""NO_WRAP"", 16, 16, 16, 16, 0, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]","{""paddingLeft"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:12""}, ""paddingTop"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:12""}, ""paddingRight"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:12""}, ""paddingBottom"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:12""}, ""strokes"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:6""}]}","[{""action"": {""type"": ""NODE"", ""destinationId"": ""14:785"", ""navigation"": ""NAVIGATE"", ""transition"": null, ""resetVideoPosition"": false}, ""actions"": [{""type"": ""NODE"", ""destinationId"": ""14:785"", ""navigation"": ""NAVIGATE"", ""transition"": null, ""resetVideoPosition"": false}], ""trigger"": {""type"": ""ON_CLICK""}}]",Structural inventory; findings and text review identify assessed defects
14:701,14:766,14:765,TEXT,View availability,"[123, 16, 96, 18]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:10""}]}",null,Structural inventory; findings and text review identify assessed defects
14:701,14:767,14:756,TEXT,"All operational steps, exact buyer segment definitions, price boundaries, and service timings remain owner decisions and are not finalized.","[24, 602, 342, 66]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:8""}]}",null,Structural inventory; findings and text review identify assessed defects
14:701,14:768,14:701,INSTANCE,Footer / Mobile,"[0, 3900, 390, 557]","[""VERTICAL"", ""FILL"", ""HUG"", ""NO_WRAP"", 48, 24, 48, 24, 32, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]","{""paddingLeft"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:13""}, ""paddingTop"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:15""}, ""paddingRight"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:13""}, ""paddingBottom"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:15""}, ""strokes"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:6""}]}",null,Structural inventory; findings and text review identify assessed defects
14:701,I14:768;13:451,14:768,FRAME,Frame,"[24, 48, 342, 86]","[""VERTICAL"", ""FILL"", ""HUG"", ""NO_WRAP"", 0, 0, 0, 0, 12, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]",null,null,Structural inventory; findings and text review identify assessed defects
14:701,I14:768;13:452,I14:768;13:451,TEXT,MindLeverX.,"[0, 0, 135, 30]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:7""}]}",null,Structural inventory; findings and text review identify assessed defects
14:701,I14:768;13:453,I14:768;13:451,TEXT,A proposed evidence-led Generative Engine Optimization review concept.,"[0, 42, 342, 44]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:8""}]}",null,Structural inventory; findings and text review identify assessed defects
14:701,I14:768;13:454,14:768,FRAME,Frame,"[24, 166, 342, 212]","[""VERTICAL"", ""FILL"", ""HUG"", ""NO_WRAP"", 0, 0, 0, 0, 16, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]",null,null,Structural inventory; findings and text review identify assessed defects
14:701,I14:768;13:455,I14:768;13:454,TEXT,Home,"[0, 0, 39, 22]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:8""}]}","[{""action"": {""type"": ""NODE"", ""destinationId"": ""13:322"", ""navigation"": ""NAVIGATE"", ""transition"": null, ""resetVideoPosition"": false}, ""actions"": [{""type"": ""NODE"", ""destinationId"": ""13:322"", ""navigation"": ""NAVIGATE"", ""transition"": null, ""resetVideoPosition"": false}], ""trigger"": {""type"": ""ON_CLICK""}}]",Structural inventory; findings and text review identify assessed defects
14:701,I14:768;13:456,I14:768;13:454,TEXT,Method,"[0, 38, 51, 22]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:8""}]}","[{""action"": {""type"": ""NODE"", ""destinationId"": ""14:266"", ""navigation"": ""NAVIGATE"", ""transition"": null, ""resetVideoPosition"": false}, ""actions"": [{""type"": ""NODE"", ""destinationId"": ""14:266"", ""navigation"": ""NAVIGATE"", ""transition"": null, ""resetVideoPosition"": false}], ""trigger"": {""type"": ""ON_CLICK""}}]",Structural inventory; findings and text review identify assessed defects
14:701,I14:768;13:457,I14:768;13:454,TEXT,What is GEO,"[0, 76, 82, 22]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:8""}]}","[{""action"": {""type"": ""NODE"", ""destinationId"": ""14:403"", ""navigation"": ""NAVIGATE"", ""transition"": null, ""resetVideoPosition"": false}, ""actions"": [{""type"": ""NODE"", ""destinationId"": ""14:403"", ""navigation"": ""NAVIGATE"", ""transition"": null, ""resetVideoPosition"": false}], ""trigger"": {""type"": ""ON_CLICK""}}]",Structural inventory; findings and text review identify assessed defects
14:701,I14:768;13:458,I14:768;13:454,TEXT,Example Report,"[0, 114, 103, 22]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:8""}]}","[{""action"": {""type"": ""NODE"", ""destinationId"": ""14:489"", ""navigation"": ""NAVIGATE"", ""transition"": null, ""resetVideoPosition"": false}, ""actions"": [{""type"": ""NODE"", ""destinationId"": ""14:489"", ""navigation"": ""NAVIGATE"", ""transition"": null, ""resetVideoPosition"": false}], ""trigger"": {""type"": ""ON_CLICK""}}]",Structural inventory; findings and text review identify assessed defects
14:701,I14:768;13:459,I14:768;13:454,TEXT,About,"[0, 152, 40, 22]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:8""}]}","[{""action"": {""type"": ""NODE"", ""destinationId"": ""14:701"", ""navigation"": ""NAVIGATE"", ""transition"": null, ""resetVideoPosition"": false}, ""actions"": [{""type"": ""NODE"", ""destinationId"": ""14:701"", ""navigation"": ""NAVIGATE"", ""transition"": null, ""resetVideoPosition"": false}], ""trigger"": {""type"": ""ON_CLICK""}}]",Structural inventory; findings and text review identify assessed defects
14:701,I14:768;13:460,I14:768;13:454,TEXT,Availability,"[0, 190, 70, 22]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:10""}]}","[{""action"": {""type"": ""NODE"", ""destinationId"": ""14:785"", ""navigation"": ""NAVIGATE"", ""transition"": null, ""resetVideoPosition"": false}, ""actions"": [{""type"": ""NODE"", ""destinationId"": ""14:785"", ""navigation"": ""NAVIGATE"", ""transition"": null, ""resetVideoPosition"": false}], ""trigger"": {""type"": ""ON_CLICK""}}]",Structural inventory; findings and text review identify assessed defects
14:701,I14:768;13:461,14:768,RECTANGLE,Rectangle,"[24, 410, 342, 1]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:6""}]}",null,Structural inventory; findings and text review identify assessed defects
14:701,I14:768;13:462,14:768,TEXT,"DESIGN CONCEPT · SEP 2026 — Offer, pricing, timing, collection, delivery, and availability remain subject to owner decisions.","[24, 443, 342, 66]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:8""}]}",null,Structural inventory; findings and text review identify assessed defects
14:701,14:781,14:701,FRAME,Home Indicator Bar,"[0, 4457, 390, 33]","[""VERTICAL"", ""FILL"", ""HUG"", ""NO_WRAP"", 20, 0, 8, 0, 0, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]",null,null,Structural inventory; findings and text review identify assessed defects
14:701,14:782,14:781,RECTANGLE,Indicator,"[125, 20, 140, 5]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:6""}]}",null,Structural inventory; findings and text review identify assessed defects
2:27,2:27,0:1,FRAME,Mobile · 390,"[1740, 200, 390, 6829]","[""VERTICAL"", ""FIXED"", ""HUG"", ""NO_WRAP"", 0, 0, 0, 0, 0, true, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]","{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:3""}]}",null,Structural inventory; findings and text review identify assessed defects
2:27,3:153,2:27,FRAME,01 · Navigation,"[0, 0, 348, 79]","[""HORIZONTAL"", ""FIXED"", ""HUG"", ""NO_WRAP"", 24, 24, 24, 24, 24, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]","{""itemSpacing"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:13""}, ""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:3""}]}",null,Structural inventory; findings and text review identify assessed defects
2:27,3:154,3:153,TEXT,Wordmark,"[24, 24, 230, 31]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:7""}]}",null,Structural inventory; findings and text review identify assessed defects
2:27,3:155,3:153,TEXT,Menu,"[254, 28.5, 70, 22]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:8""}]}",null,Structural inventory; findings and text review identify assessed defects
2:27,3:156,2:27,FRAME,02 · Hero,"[0, 79, 390, 1041]","[""VERTICAL"", ""FIXED"", ""HUG"", ""NO_WRAP"", 48, 24, 48, 24, 32, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]","{""itemSpacing"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:14""}, ""paddingLeft"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:13""}, ""paddingTop"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:15""}, ""paddingRight"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:13""}, ""paddingBottom"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:15""}, ""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:3""}]}",null,Structural inventory; findings and text review identify assessed defects
2:27,3:157,3:156,FRAME,Hero columns,"[24, 48, 342, 945]","[""VERTICAL"", ""FIXED"", ""HUG"", ""NO_WRAP"", 0, 0, 0, 0, 48, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]","{""itemSpacing"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:15""}}",null,Structural inventory; findings and text review identify assessed defects
2:27,3:158,3:157,FRAME,Hero message,"[0, 0, 342, 462]","[""VERTICAL"", ""FIXED"", ""HUG"", ""NO_WRAP"", 0, 0, 0, 0, 24, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]","{""itemSpacing"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:13""}}",null,Structural inventory; findings and text review identify assessed defects
2:27,3:159,3:158,TEXT,Eyebrow,"[0, 0, 342, 18]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:10""}]}",null,Structural inventory; findings and text review identify assessed defects
2:27,3:160,3:158,TEXT,Hero headline,"[0, 42, 342, 156]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:7""}]}",null,Structural inventory; findings and text review identify assessed defects
2:27,3:161,3:158,TEXT,Hero description,"[0, 222, 342, 116]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:8""}]}",null,Structural inventory; findings and text review identify assessed defects
2:27,3:162,3:158,INSTANCE,Action / Check audit availability  →,"[0, 362, 252, 54]","[""VERTICAL"", ""FIXED"", ""HUG"", ""NO_WRAP"", 16, 16, 16, 16, 16, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]","{""itemSpacing"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:12""}, ""paddingLeft"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:12""}, ""paddingTop"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:12""}, ""paddingRight"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:12""}, ""paddingBottom"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:12""}, ""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:9""}]}",null,Structural inventory; findings and text review identify assessed defects
2:27,I3:162;3:8,3:162,TEXT,Label,"[16, 16, 220, 22]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:3""}]}",null,Structural inventory; findings and text review identify assessed defects
2:27,3:164,3:158,TEXT,Secondary action,"[0, 440, 342, 22]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:8""}]}",null,Structural inventory; findings and text review identify assessed defects
2:27,3:165,3:157,FRAME,Report content preview,"[0, 510, 342, 435]","[""VERTICAL"", ""FIXED"", ""HUG"", ""NO_WRAP"", 24, 24, 24, 24, 24, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]","{""itemSpacing"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:13""}, ""paddingLeft"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:13""}, ""paddingTop"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:13""}, ""paddingRight"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:13""}, ""paddingBottom"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:13""}, ""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:4""}], ""strokes"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:6""}]}",null,Structural inventory; findings and text review identify assessed defects
2:27,3:166,3:165,TEXT,Eyebrow,"[25, 25, 294, 18]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:10""}]}",null,Structural inventory; findings and text review identify assessed defects
2:27,3:167,3:165,TEXT,Preview headline,"[25, 67, 294, 62]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:7""}]}",null,Structural inventory; findings and text review identify assessed defects
2:27,3:168,3:165,FRAME,Report topic,"[25, 153, 294, 22]","[""HORIZONTAL"", ""FIXED"", ""HUG"", ""NO_WRAP"", 0, 0, 0, 0, 16, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]","{""itemSpacing"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:12""}}",null,Structural inventory; findings and text review identify assessed defects
2:27,3:169,3:168,TEXT,Number,"[0, 0, 26, 18]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:10""}]}",null,Structural inventory; findings and text review identify assessed defects
2:27,3:170,3:168,TEXT,Topic,"[42, 0, 252, 22]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:8""}]}",null,Structural inventory; findings and text review identify assessed defects
2:27,3:171,3:165,RECTANGLE,Divider,"[25, 199, 294, 1]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:6""}]}",null,Structural inventory; findings and text review identify assessed defects
2:27,3:172,3:165,FRAME,Report topic,"[25, 224, 294, 22]","[""HORIZONTAL"", ""FIXED"", ""HUG"", ""NO_WRAP"", 0, 0, 0, 0, 16, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]","{""itemSpacing"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:12""}}",null,Structural inventory; findings and text review identify assessed defects
2:27,3:173,3:172,TEXT,Number,"[0, 0, 26, 18]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:10""}]}",null,Structural inventory; findings and text review identify assessed defects
2:27,3:174,3:172,TEXT,Topic,"[42, 0, 252, 22]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:8""}]}",null,Structural inventory; findings and text review identify assessed defects
2:27,3:175,3:165,RECTANGLE,Divider,"[25, 270, 294, 1]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:6""}]}",null,Structural inventory; findings and text review identify assessed defects
2:27,3:176,3:165,FRAME,Report topic,"[25, 295, 294, 22]","[""HORIZONTAL"", ""FIXED"", ""HUG"", ""NO_WRAP"", 0, 0, 0, 0, 16, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]","{""itemSpacing"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:12""}}",null,Structural inventory; findings and text review identify assessed defects
2:27,3:177,3:176,TEXT,Number,"[0, 0, 26, 18]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:10""}]}",null,Structural inventory; findings and text review identify assessed defects
2:27,3:178,3:176,TEXT,Topic,"[42, 0, 252, 22]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:8""}]}",null,Structural inventory; findings and text review identify assessed defects
2:27,3:179,3:165,RECTANGLE,Divider,"[25, 341, 294, 1]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:6""}]}",null,Structural inventory; findings and text review identify assessed defects
2:27,3:180,3:165,TEXT,Preview qualifier,"[25, 366, 294, 44]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:8""}]}",null,Structural inventory; findings and text review identify assessed defects
2:27,3:181,2:27,FRAME,03 · Value strip,"[0, 1120, 390, 205]","[""VERTICAL"", ""FIXED"", ""HUG"", ""NO_WRAP"", 32, 24, 32, 24, 24, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]","{""itemSpacing"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:13""}, ""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:5""}]}",null,Structural inventory; findings and text review identify assessed defects
